0,0,0,9991,5
1,0,0,9973,5
2,0,0,10009,5
3,0,0,9987,5
4,0,0,9997,5
5,0,0,9990,5
6,0,0,9959,5
7,0,0,9981,5
8,0,1,10012,5
9,0,1,10019,5
10,0,1,10027,5
11,0,0,9986,5
12,0,0,10014,5
13,0,0,9999,5
14,0,0,10002,5
15,0,0,10014,5
16,0,0,9994,5
17,0,1,10020,5
18,0,1,10027,5
19,0,1,10018,5
20,0,0,9997,5
21,0,0,10001,5
22,0,0,9990,5
23,0,0,9996,5
24,0,0,10001,5
25,0,1,10097,5
26,0,1,10038,5
27,0,1,10150,5
28,0,0,10000,5
29,0,1,10035,5
30,0,1,9995,5
31,0,0,10042,5
32,0,1,10131,5
33,0,1,10087,5
34,0,1,10050,5
35,0,1,10054,5
36,0,0,9993,5
37,0,0,10017,5
38,0,0,10042,5
39,0,1,10103,5
40,0,1,10098,5
41,0,1,10160,5
42,0,1,10086,5
43,0,0,10071,5
44,0,0,10071,5
45,0,0,10074,5
46,0,0,10076,5
47,0,0,10052,5
48,0,1,10110,5
49,0,0,10038,5
50,0,0,10042,5
51,0,1,10107,5
52,0,1,10109,5
53,0,1,10157,5
54,0,1,10146,5
55,0,1,10154,5
56,0,0,10098,5
57,0,0,10119,5
58,0,1,10122,5
59,0,1,10103,5
60,0,1,10174,5
61,0,1,10131,5
62,0,1,10178,5
63,0,1,10162,5
64,0,1,10154,5
65,0,1,10178,5
66,0,0,10108,5
67,0,1,10135,5
68,0,0,10036,5
69,0,1,10068,5
70,0,1,10082,5
71,0,1,10091,5
72,0,1,10103,5
73,0,1,10113,5
74,0,1,10098,5
75,0,0,10011,5
76,0,1,10049,5
77,0,1,10062,5
78,0,1,10056,5
79,0,0,10039,5
80,0,0,10010,5
81,0,0,9959,5
82,0,0,10021,5
83,0,1,10069,5
84,0,1,10043,5
85,0,1,10049,5
86,0,1,10048,5
87,0,1,10046,5
88,0,1,10032,5
89,0,1,10003,5
90,0,1,10014,5
91,0,1,10015,5
92,0,1,10031,5
93,0,1,10069,5
94,0,1,10029,5
95,0,0,10019,5
96,0,1,10035,5
97,0,1,10067,5
98,0,1,10141,5
99,0,1,10157,5
100,0,1,10145,5
101,0,0,10184,5
102,0,1,10208,5
103,0,1,10176,5
104,0,1,10189,5
105,0,1,10209,5
106,0,0,10103,5
107,0,0,10135,5
108,0,0,10137,5
109,0,1,10157,5
110,0,1,10092,5
111,0,1,10121,5
112,0,1,10138,5
113,0,1,10149,5
114,0,1,10147,5
115,0,1,10153,5
116,0,1,10156,5
117,0,1,10170,5
118,0,0,10146,5
119,0,0,10165,5
120,0,0,10160,5
121,0,1,10240,5
122,0,1,10230,5
123,0,1,10187,5
124,0,0,10144,5
125,0,1,10149,5
126,0,1,10151,5
127,0,1,10106,5
128,0,1,10087,5
129,0,1,10183,5
130,0,0,10039,5
131,0,0,9982,5
132,0,0,10037,5
133,0,0,9990,5
134,0,0,9991,5
135,0,0,9946,5
136,0,0,9960,5
137,0,1,10045,5
138,0,1,10042,5
139,0,1,10041,5
140,0,1,10036,5
141,0,1,9994,5
142,0,1,10007,5
143,0,0,10037,5
144,0,0,10032,5
145,0,0,10004,5
146,0,0,10040,5
147,0,0,10071,5
148,0,0,10064,5
149,0,1,10049,5
150,0,1,10028,5
151,0,1,10106,5
152,0,1,9990,5
153,0,1,9999,5
154,0,1,9999,5
155,0,0,9999,5
156,0,0,9957,5
157,0,0,9959,5
158,0,1,10037,5
159,0,1,10075,5
160,0,1,10119,5
161,0,1,10107,5
162,0,1,10079,5
163,0,1,10103,5
164,0,0,10032,5
165,0,0,10026,5
166,0,1,10138,5
167,0,1,10080,5
168,0,0,10088,5
169,0,0,10095,5
170,0,1,10097,5
171,0,1,10078,5
172,0,1,10079,5
173,0,1,10085,5
174,0,1,10100,5
175,0,1,10093,5
176,0,1,10090,5
177,0,1,10091,5
178,0,0,10059,5
179,0,1,10102,5
180,0,1,10137,5
181,0,1,10116,5
182,0,0,10037,5
183,0,0,10051,5
184,0,0,10051,5
185,0,0,10046,5
186,0,0,10011,5
187,0,1,10118,5
188,0,1,10110,5
189,0,0,10054,5
190,0,0,10008,5
191,0,0,10031,5
192,0,0,10031,5
193,0,0,10017,5
194,0,0,9929,5
195,0,0,9968,5
196,0,1,10000,5
197,0,1,10001,5
198,0,1,9996,5
199,0,1,10006,5
200,0,0,9958,5
201,0,0,9982,5
202,0,0,9961,5
203,0,0,9958,5
204,0,1,10024,5
205,0,1,10010,5
206,0,1,9992,5
207,0,1,10034,5
208,0,0,9956,5
209,0,0,9963,5
210,0,0,9937,5
211,0,0,9970,5
212,0,0,9966,5
213,0,0,9957,5
214,0,1,9978,5
215,0,1,9979,5
216,0,1,10026,5
217,0,0,9886,5
218,0,0,9961,5
219,0,0,9989,5
220,0,0,10005,5
221,0,0,10010,5
222,0,0,9988,5
223,0,0,10001,5
224,0,1,10049,5
225,0,1,10057,5
226,0,1,10067,5
227,0,1,10053,5
228,0,0,10008,5
229,0,1,10060,5
230,0,1,10065,5
231,0,0,10053,5
232,0,0,10034,5
233,0,0,10025,5
234,0,0,10049,5
235,0,0,10095,5
236,0,1,10147,5
237,0,1,10155,5
238,0,1,10152,5
239,0,0,10129,5
240,0,0,10139,5
241,0,0,10096,5
242,0,0,10090,5
243,0,1,10197,5
244,0,0,10126,5
245,0,0,10148,5
246,0,0,10119,5
247,0,0,10144,5
248,0,0,10168,5
249,0,0,10095,5
250,0,0,10132,5
251,0,1,10135,5
252,0,1,10168,5
253,0,1,10170,5
254,0,0,10146,5
255,0,0,10133,5
256,0,0,10152,5
257,0,1,10155,5
258,0,1,10121,5
259,0,1,10131,5
260,0,1,10166,5
261,0,0,10106,5
262,0,1,10139,5
263,0,1,10160,5
264,0,1,10144,5
265,0,0,10121,5
266,0,0,10130,5
267,0,0,10129,5
268,0,0,10097,5
269,0,0,10056,5
270,0,0,10076,5
271,0,1,10104,5
272,0,1,10138,5
273,0,0,10091,5
274,0,0,10079,5
